"Pasta","Problema","Detalhe"
"D:\SHARED\GERAL\Jose Melo\CENTRO OPERACIONAL DE TÁBUA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\CENTRO OPERACIONAL DE TÁBUA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\CENTRO OPERACIONAL DE TÁBUA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\consumos ersar","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\consumos ersar","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\consumos ersar","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\Declarações","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\Declarações","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\Declarações","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\despesasde frota automovel","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\despesasde frota automovel","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\despesasde frota automovel","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\Editais","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\Editais","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\Editais","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\EE 02 P. AZERE","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\EE 02 P. AZERE","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\EE 02 P. AZERE","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\EE FONTAINHAS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\EE FONTAINHAS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\EE FONTAINHAS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\EE SILVARES","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\EE SILVARES","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\EE SILVARES","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\EE01 P. AZERE","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\EE01 P. AZERE","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\EE01 P. AZERE","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\EE02 P. GONTA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\EE02 P. GONTA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\EE02 P. GONTA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\EE05 CANAS T.ª M.ª","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\EE05 CANAS T.ª M.ª","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\EE05 CANAS T.ª M.ª","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\EE06 LOBÃO LAGEOSA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\EE06 LOBÃO LAGEOSA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\EE06 LOBÃO LAGEOSA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\EE07 LOB. CASAL","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\EE07 LOB. CASAL","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\EE07 LOB. CASAL","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\EE1 P. GONTA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\EE1 P. GONTA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\EE1 P. GONTA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\elevatória  02 Parada 2","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\elevatória  02 Parada 2","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\elevatória  02 Parada 2","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\elevatória 05 da naia","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\elevatória 05 da naia","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\elevatória 05 da naia","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\elevatória 06 lobão lageosa","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\elevatória 06 lobão lageosa","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\elevatória 06 lobão lageosa","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\elevatória 07 Lobão Casal","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\elevatória 07 Lobão Casal","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\elevatória 07 Lobão Casal","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\elevatótia  01 Parada de gonta","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\elevatótia  01 Parada de gonta","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\elevatótia  01 Parada de gonta","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\ETAR AQUINOS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\ETAR AQUINOS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\ETAR AQUINOS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\ETAR COVAL","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\ETAR COVAL","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\ETAR COVAL","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\ETAR GESTOSA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\ETAR GESTOSA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\ETAR GESTOSA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\ETAR P. AZERE","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\ETAR P. AZERE","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\ETAR P. AZERE","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\ETAR P. MIDÕES","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\ETAR P. MIDÕES","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\ETAR P. MIDÕES","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\Exel","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\Exel","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\Exel","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\formulários aintar","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\formulários aintar","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\formulários aintar","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\INSTALAÇÕES","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\INSTALAÇÕES","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\INSTALAÇÕES","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\INTERVENÇÃO ELEVATÓRIA RESIVIDA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\INTERVENÇÃO ELEVATÓRIA RESIVIDA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\INTERVENÇÃO ELEVATÓRIA RESIVIDA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\Oficios para imprimir","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\Oficios para imprimir","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\Oficios para imprimir","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\PDF","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\PDF","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\PDF","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\Planeamento e Rotas","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\Planeamento e Rotas","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\Planeamento e Rotas","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\PROJETOS  CONSTRUÇÃO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\PROJETOS  CONSTRUÇÃO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\PROJETOS  CONSTRUÇÃO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\Ramais Carregal","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\Ramais Carregal","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\Ramais Carregal","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\ramais doma","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\ramais doma","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\ramais doma","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\Ramais Snt. Comba","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\Ramais Snt. Comba","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\Ramais Snt. Comba","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\Ramais Tondela","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\Ramais Tondela","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\Ramais Tondela","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\regulamento interno","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\regulamento interno","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\regulamento interno","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\RELATORIOS DE AVALIAÇÃO FUNCIONAL","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\RELATORIOS DE AVALIAÇÃO FUNCIONAL","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\RELATORIOS DE AVALIAÇÃO FUNCIONAL","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\Relatórios","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\Relatórios","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\Relatórios","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\Rmais de Tábua","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\Rmais de Tábua","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\Rmais de Tábua","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\servidões administrativas","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\servidões administrativas","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\servidões administrativas","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\Tratamento","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\Tratamento","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\Tratamento","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\Jose Melo\Word","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\Jose Melo\Word","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\Jose Melo\Word","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\logótipo novos 2024 AINTAR","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\logótipo novos 2024 AINTAR","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\logótipo novos 2024 AINTAR","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\MANUTENÇÃO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\MANUTENÇÃO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\MANUTENÇÃO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\MANUTENÇÃO\ATAS REUNIÃO DPAS- REUNIAO EXPLORAÇÃO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\MANUTENÇÃO\ATAS REUNIÃO DPAS- REUNIAO EXPLORAÇÃO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\MANUTENÇÃO\ATAS REUNIÃO DPAS- REUNIAO EXPLORAÇÃO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\MANUTENÇÃO\CRONOGRAMAS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\MANUTENÇÃO\CRONOGRAMAS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\MANUTENÇÃO\CRONOGRAMAS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\MANUTENÇÃO\Fotos manutenção","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\MANUTENÇÃO\Fotos manutenção","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\MANUTENÇÃO\Fotos manutenção","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\MANUTENÇÃO\informação tecnica-necessidades_manutenção","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\MANUTENÇÃO\informação tecnica-necessidades_manutenção","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\MANUTENÇÃO\informação tecnica-necessidades_manutenção","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\MANUTENÇÃO\Leituras contadores água","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\MANUTENÇÃO\Leituras contadores água","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\MANUTENÇÃO\Leituras contadores água","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\MANUTENÇÃO\LUIS CARLOS- PLANO_AVARIAS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\MANUTENÇÃO\LUIS CARLOS- PLANO_AVARIAS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\MANUTENÇÃO\LUIS CARLOS- PLANO_AVARIAS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\MANUTENÇÃO\MANUAL DE OPERAÇÃO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\MANUTENÇÃO\MANUAL DE OPERAÇÃO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\MANUTENÇÃO\MANUAL DE OPERAÇÃO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\MANUTENÇÃO\manutenção","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\MANUTENÇÃO\manutenção","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\MANUTENÇÃO\manutenção","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\MANUTENÇÃO\PLANEAMENTO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\MANUTENÇÃO\PLANEAMENTO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\MANUTENÇÃO\PLANEAMENTO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\GERAL\MANUTENÇÃO\Relatórios- diagnósticos","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1167"
"D:\SHARED\GERAL\MANUTENÇÃO\Relatórios- diagnósticos","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\GERAL\MANUTENÇÃO\Relatórios- diagnósticos","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
