"Pasta","Problema","Detalhe"
"D:\FILE_AINTAR\Ambiente\ERSAR- QUALIDADE SERVIÇO\DADOS 2024 PARA ERSAR","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\ERSAR- QUALIDADE SERVIÇO\DESCARREGADORES","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\ERSAR- QUALIDADE SERVIÇO\ENERGIA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\ERSAR- QUALIDADE SERVIÇO\ERSAR PASTA GERAL","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\ERSAR- QUALIDADE SERVIÇO\IMC- Medidores de caudal","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\ERSAR- QUALIDADE SERVIÇO\INDICE DE CONHECIMENTO INFRA ESTRUTURAL","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\ERSAR- QUALIDADE SERVIÇO\INFRAESTRUTURAS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\ERSAR- QUALIDADE SERVIÇO\INUNDAÇÕES E COLAPSOS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\ERSAR- QUALIDADE SERVIÇO\LAMAS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\ERSAR- QUALIDADE SERVIÇO\Nova pasta","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\ERSAR- QUALIDADE SERVIÇO\Qualidade Serviço ERSAR 2022 E 2023","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\ERSAR- QUALIDADE SERVIÇO\RASARP","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\ERSAR- QUALIDADE SERVIÇO\RECLAMAÇÕES","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\ERSAR- QUALIDADE SERVIÇO\RH-OUTSOURCING","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\ERSAR- QUALIDADE SERVIÇO\RH-PESSOAL","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\ERSAR- QUALIDADE SERVIÇO\SUBMISSÃO DE QUALIDADE SERVIÇO ERSAR 2023-2024","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\ERSAR- QUALIDADE SERVIÇO\TRATAMENTO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\ERSAR- QUALIDADE SERVIÇO\VOLUME ÁGUA RESIDUAL","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\FORMAÇÃO DPAS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\FORMULÁRIO MIRR","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\FORMULÁRIO MIRR\LICENCIAMENTO INSTALAÇÕES  - TURH- TUA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\FORMULÁRIO MIRR\MIRR 2023","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\FORMULÁRIO MIRR\MIRR 2024","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\FORMULÁRIO MIRR\MIRR 2025","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\info PC","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\Inventário instalações","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\Inventário instalações\Ofícios APA _ desativação","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\LICENCIAMENTO INSTALAÇÕES  - TURH- TUA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\LICENCIAMENTO INSTALAÇÕES  - TURH- TUA\2026","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\LICENCIAMENTO INSTALAÇÕES  - TURH- TUA\ARH- RENOVAÇÃO LICENCIAMENTOS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\LICENCIAMENTO INSTALAÇÕES  - TURH- TUA\arquivo","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\LICENCIAMENTO INSTALAÇÕES  - TURH- TUA\auditorias e visitas APA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\LICENCIAMENTO INSTALAÇÕES  - TURH- TUA\cauçoes licenças","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\LICENCIAMENTO INSTALAÇÕES  - TURH- TUA\Desativação ETARS OFÍCIOS APA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\LICENCIAMENTO INSTALAÇÕES  - TURH- TUA\documentos cedência","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\LICENCIAMENTO INSTALAÇÕES  - TURH- TUA\PDF PONTO SITUAÇÃO LICENCIAMENTOS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\limpeza fossa","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\LISTAGEM ETARS_EEAR_FS 2025","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\MEDIÇÕES MENSAIS_ETAR's","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\MEDIÇÕES MENSAIS_ETAR's\ETAR CURRELOS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\MEDIÇÕES MENSAIS_ETAR's\ETAR TÁBUA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\MEDIÇÕES MENSAIS_ETAR's\ETAR ZIM ADIÇA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\MEMÓRIAS DESCRITIVAS INSTALAÇÕES","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\MEMÓRIAS DESCRITIVAS INSTALAÇÕES\Memórias descritivas Lagoas de Macrófitas","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\MEMÓRIAS DESCRITIVAS INSTALAÇÕES\PROJETOS E MEMÓRIAS DESCRITIVAS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\OFÍCIOS DE NOTIFICAÇÃO A EMPRESAS E  ENTIDADES- INCUMPRIMENTOS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\OFÍCIOS DE NOTIFICAÇÃO A EMPRESAS E  ENTIDADES- INCUMPRIMENTOS\DIERRE","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\OFÍCIOS DE NOTIFICAÇÃO A EMPRESAS E  ENTIDADES- INCUMPRIMENTOS\Escola Profissional","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\OFÍCIOS DE NOTIFICAÇÃO A EMPRESAS E  ENTIDADES- INCUMPRIMENTOS\Oficios Industrias ZIM lajedo","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\OFÍCIOS DE NOTIFICAÇÃO A EMPRESAS E  ENTIDADES- INCUMPRIMENTOS\Ofícios a Lares e IPSS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\OFÍCIOS DE NOTIFICAÇÃO A EMPRESAS E  ENTIDADES- INCUMPRIMENTOS\Ofícios notificação ZIM ADIÇA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\OFÍCIOS DE NOTIFICAÇÃO A EMPRESAS E  ENTIDADES- INCUMPRIMENTOS\Picamilho","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\OFÍCIOS DE NOTIFICAÇÃO A EMPRESAS E  ENTIDADES- INCUMPRIMENTOS\SABGAL","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\PGRH 2023","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\PROCESSOS DE AUTO DE POLÍCIA ESTABELECIMENTOS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\PROCESSOS DE AUTO DE POLÍCIA ESTABELECIMENTOS\ALTO DA BAGANHA- LAGEOSA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\PROCESSOS DE AUTO DE POLÍCIA ESTABELECIMENTOS\Bairro Ferrarias Santa Comba Dão-  vistoria Ramal GNR SCD","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\PROCESSOS DE AUTO DE POLÍCIA ESTABELECIMENTOS\by pass reportados à APA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\PROCESSOS DE AUTO DE POLÍCIA ESTABELECIMENTOS\EEAR BOTULHO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\PROCESSOS DE AUTO DE POLÍCIA ESTABELECIMENTOS\EEAR Sabugosa de Baixo- Carvalhal","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\PROCESSOS DE AUTO DE POLÍCIA ESTABELECIMENTOS\ETAR  FONTAINHAS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\PROCESSOS DE AUTO DE POLÍCIA ESTABELECIMENTOS\ETAR CASAL MARIA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\PROCESSOS DE AUTO DE POLÍCIA ESTABELECIMENTOS\ETAR COELHOSO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\PROCESSOS DE AUTO DE POLÍCIA ESTABELECIMENTOS\ETAR ESPARIZ- Fossa Nogueira","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\PROCESSOS DE AUTO DE POLÍCIA ESTABELECIMENTOS\ETAR PI GANDARA CARREGAL DO SAL","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\PROCESSOS DE AUTO DE POLÍCIA ESTABELECIMENTOS\ETAR PÓVOA DE MIDÕES","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\PROCESSOS DE AUTO DE POLÍCIA ESTABELECIMENTOS\ETAR TONDA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\PROCESSOS DE AUTO DE POLÍCIA ESTABELECIMENTOS\ETAR TOURIZ","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\PROCESSOS DE AUTO DE POLÍCIA ESTABELECIMENTOS\ETAR TREIXEDO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\PROCESSOS DE AUTO DE POLÍCIA ESTABELECIMENTOS\ETAR TREIXEDO_NAGOZELA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\PROCESSOS DE AUTO DE POLÍCIA ESTABELECIMENTOS\ETAR ZIM LAJEDO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\PROCESSOS DE AUTO DE POLÍCIA ESTABELECIMENTOS\ETAR ÁZERE","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\PROCESSOS DE AUTO DE POLÍCIA ESTABELECIMENTOS\FOSSA DE ÁZERE","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\PROCESSOS DE AUTO DE POLÍCIA ESTABELECIMENTOS\ZIM ADIÇA- AUTO DE 26_03_2024","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\Relatório atividades 2023-2025 DPAS- ATAS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\Relatório atividades 2023-2025 DPAS- ATAS\ATAS 2026","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\Relatório atividades 2023-2025 DPAS- ATAS\RELATÓRIO ATIVIDADES 2025","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\Relatórios de Visita ETAR´s","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\Relatórios de Visita ETAR´s\ETAR CURRELOS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\Relatórios de Visita ETAR´s\ETAR ESPARIZ","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\Relatórios de Visita ETAR´s\ETAR PINHEIRO DE COJA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\Relatórios de Visita ETAR´s\ETAR RIBEIRA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\Relatórios de Visita ETAR´s\ETAR SANGEMIL","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\Relatórios de Visita ETAR´s\ETAR TOURIZ","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\Relatórios de Visita ETAR´s\ETAR TÁBUA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\Relatórios de Visita ETAR´s\ETAR VILA POUCA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\Relatórios de Visita ETAR´s\ETAR ZIM ADIÇA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\Relatórios de Visita ETAR´s\TONDELA NORTE","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\Requisição ETARS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\ROTAS 2025 - CIRCUITOS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\SABSEG","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\SPDA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\Tarefas - Karine","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\Tarefas - Karine\Caudais - Registo Operacional","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\Tarefas - Karine\Controlo Analitico Etars","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\Tarefas - Karine\CQO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\Tarefas - Karine\Siliamb","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\Tarefas - Karine\TRH","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\TARIFÁRIO AINTAR","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\visita de estudo","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Ambiente\visita de estudo\ETAR CURRELOS 06_02_2025","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Arquivo","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\FILE_AINTAR\Caudais - Registo Operacional","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Comum","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\FILE_AINTAR\DAGF","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\FILE_AINTAR\DAGF\Aprovisionamento","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\FILE_AINTAR\DAGF\Atendimento","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\FILE_AINTAR\DAGF\Contabilidade","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\FILE_AINTAR\DAGF\Frota-Logistica","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\FILE_AINTAR\DAGF\RH","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\FILE_AINTAR\DAGF\_Geral","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\FILE_AINTAR\Direcao","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\FILE_AINTAR\Direção","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\DPAS","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\FILE_AINTAR\DPAS\Ambiente","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\FILE_AINTAR\DPAS\Licenciamento","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\FILE_AINTAR\DPAS\Operacao","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\FILE_AINTAR\DPAS\Projetos","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\FILE_AINTAR\DPAS\_Geral","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\FILE_AINTAR\Estudo Mortagua","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Estudo Mortagua\AINTAR_FINAL","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Estudo Mortagua\AINTAR_FINAL\AINTAR_FINAL","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Formulários e Minutas","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Formulários e Minutas\Formulários","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Formulários e Minutas\Minutas","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Geral","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Geral\Certidões","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Geral\PST","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Geral\SEDE","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Geral\SEDE\Fiscalização","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Geral\SEDE\Peças de procedimento","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Geral\SEDE\PROJETO_EXECUCAO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\GPS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\GPS\PHOTO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\GPS\VIDEO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Juridico","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\FILE_AINTAR\Operação","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Operação\CIRCUITO OPERACIONAL","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Operação\CIRCUITO OPERACIONAL\Obsoleto","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Operação\CONTROLO DE DISTRIBUIÇÃO DE MATERIAL  INVENTÁRIO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Operação\CONTROLO DE DISTRIBUIÇÃO DE MATERIAL  INVENTÁRIO\CONSTRUÇÃO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Operação\CONTROLO DE DISTRIBUIÇÃO DE MATERIAL  INVENTÁRIO\COORDENADOR TECNICO MANUTENÇÃO - OPEREÇÃO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Operação\CONTROLO DE DISTRIBUIÇÃO DE MATERIAL  INVENTÁRIO\FISCALIZAÇÃO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Operação\CONTROLO DE DISTRIBUIÇÃO DE MATERIAL  INVENTÁRIO\MANUTENÇÃO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Operação\CONTROLO DE DISTRIBUIÇÃO DE MATERIAL  INVENTÁRIO\OPERAÇÃO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Operação\Diana Loio","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Operação\Diana Loio\Eng.ª Maria João","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Operação\Diana Loio\Visita à ETAR de Touriz","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
